conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f1f365c-ad8c-4291-9ba5-79e2132a334d,fuel cell types,released,knowledge,cross-sector,,Fuel cells functionalities and types. It includes the operating conditions of fuel cells and possible related problems.,http://data.europa.eu/esco/isced-f/0714,electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60032986-43ac-4c26-a830-c825f3fa205a,design district heating and cooling energy systems,released,skill/competence,sector-specific,design district heating and cooling system,"Design a district heating and cooling system, including calculations of heat loss and cooling load, determining of capacity, flow, temperatures, hydraulic concepts etc.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60097ab6-722e-4a22-9f3e-40aecb24daef,organic building materials,released,knowledge,sector-specific,organic building components | organic building equipment | organic building goods | organic build materials | organic building objects | organic building material | organic building materials,The types and processing of organic materials to build products or parts of products.,http://data.europa.eu/esco/isced-f/0732 | http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba,building and civil engineering | building materials industry
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6044d62b-7499-4c5d-81ae-2fea443013b2,wood preservation,released,knowledge,sector-specific,wood protection | wood conservation | Preservation of wood | wood preservation,"Measures and techniques used to ensure the wood's durability and resistance against humidity, insects, and fungi.",http://data.europa.eu/esco/isced-f/0722,"materials (glass, paper, plastic and wood)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/609d6bb4-db16-4578-87fc-57b11a701cc2,bioeconomy,released,knowledge,cross-sector,bio-based economy,"The production of renewable biological resources and the conversion of these resources and waste streams into value added products, such as food, feed, bio-based products and bioenergy.",http://data.europa.eu/esco/isced-f/051,biological and related sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60ab2bf7-c812-4a88-86c0-7c81a9b2f77c,carry out environmental audits,released,skill/competence,cross-sector,carry out environmental audits | oversee environmental audits | make environmental audits | carry out an environmental audit | undertake environmental audits | carrying out environmental audits | complete environmental audits,Use equipment to measure various environmental parameters in order to identify environmental problems and investigate manners in which they can be resolved. Perform inspections in order to ensure compliance with environmental legislation.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adopt ways to reduce negative impact of consumption | complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60c4cdfa-1aa3-452d-a989-10fd61706911,European pesticide legislation,released,knowledge,sector-specific,European pesticide legislation | European legislation for pesticides | EU pesticide legislation | European pesticide rules | European pesticides legislation | European pesticide regulations | European pesticide laws,The EU framework for community action which promotes the sustainable use of pesticides.,http://data.europa.eu/esco/isced-f/0421,law
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/610ccf09-e9f2-4268-bb93-442dde5bf26e,advise on offshore renewable energies subjects,released,skill/competence,cross-sector,advise on green offshore energy,"Provide information and advice on maritime laws, energy sector policies, and any specific regulation applying to the offshore renewable energies.",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"advising on legal, regulatory or procedural matters"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/62685d7a-a8be-4070-89e9-8699ad1201b6,ecological principles,released,knowledge,cross-sector,relevance of ecological principles | principles of natural resource management | ecological principles | interactions among organisms and their environment | range of ecological principles | principles of ecology | scope of ecological principles | principles of interactions among organisms and their environment | application of ecological principles,The understanding of how an ecosystem functions and its relationship to environmental planning and design.,http://data.europa.eu/esco/isced-f/0521,environmental sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6385444a-2e10-41c9-9a65-88455655543d,inspire enthusiasm for nature,released,skill/competence,cross-sector,inspiring enthusiasm for nature | engender enthusiasm for nature | awaken enthusiasm for nature | inspires enthusiasm for nature | inspire enthusiasm for nature,Spark a passion for the natural character of fauna and flora and human interaction with it.,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978 | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b | http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,engage others in environment friendly behaviours | teaching and training | motivate others
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63eee3cc-9864-485e-bb95-5daa145d0c78,educate on hazardous waste,released,skill/competence,sector-specific,educating on hazardous waste | teaching on hazardous waste | hazardous waste teaching | hazardous waste educating | educate on hazardous waste | educate about hazardous waste | teach about hazardous waste | educating about hazardous waste | teaching about hazardous waste,"Educate the public or specific organisations on the importance of correct handling of hazardous waste in order to promote public safety, ensure compliance with legislation, and raise awareness of the different types of hazardous waste and their threats to public health and safety as well as the environment.",http://data.europa.eu/esco/skill/3374fb57-056f-49e0-9fc5-000465e13794,teaching safety procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/63f9a5bc-f070-46a6-bea7-c6b9e9dbacc3,envelope systems for buildings,released,knowledge,sector-specific,envelope systems | envelope systems for nzeb,The physical characteristics of envelope systems for buildings and their limitations. The heat transfer principle in the envelope systems.,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1 | http://data.europa.eu/esco/isced-f/0731,zero-energy building design | architecture and town planning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64091c5d-a448-4f01-8a80-058ff91483ab,install offshore renewable energy systems,released,skill/competence,sector-specific,install marine renewable energy systems,"Install systems which generate electrical energy through offshore renewable energy technologies, ensuring compliance with regulations, and correct installation of the power system.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6444575a-b656-4de3-abd3-e89118b36b34,oversee park land use,released,skill/competence,occupation-specific,overseeing the use of the land within the park | supervising park land use | supervise park land use | supervise the use of the land within the park | overseeing park land use | oversee the use of the land within the park | supervising the use of the land within the park,"Supervise the development of the land, such as camping sites or places of interest. Oversee the management of natural lands of different types.",http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e | http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,advise on use of land | assessing land or real estate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6561f116-70de-47d8-80b8-f0e2a1d2cf11,perform feasibility study on solar heating,released,skill/competence,sector-specific,do a feasibility study on solar heating systems | carry out feasibility study on solar heating systems,"Perform the evaluation and assessment of the potential of solar heating systems. Realise a standardised study to estimate the heat loss of the building and the heating demand, the demand of domestic hot water, the needed storage volume and the possible types of storage tank, and conduct research to support the process of decision making.",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,execute feasibility study | analysing business operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,corporate social responsibility,released,knowledge,sector-specific,corporate conscience | CSR | corporate citizenship | sustainable responsible business | social performance | responsible business | corporate social responsibility | collective civil responsibility,The handling or managing of business processes in a responsible and ethical manner considering the economic responsibility towards shareholders as equally important as the responsibility towards environmental and social stakeholders.,http://data.europa.eu/esco/isced-f/0413,management and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66dbdb89-74ca-45b7-b8af-2479fc0e22c0,manage animal welfare,released,skill/competence,sector-specific,"plan measures for animal welfare needs | manage animal welfare needs | monitor animal welfare needs | plan application of animal welfare needs | manage the health and welfare of animals | be aware of animal welfare requirements | manage animal welfare | be aware of animal welfare requirement | oversee animal welfare | plan, manage and evaluate animal welfare needs","Plan, manage and evaluate the application of the five universally recognised animal welfare needs as appropriate to species, situation and own occupation.",http://data.europa.eu/esco/skill/936bac96-56cf-4a5a-a693-3cf69715c06e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/edcfd6ef-1a42-4e0a-97e2-2a2d61cac181,oversee animal management | follow safety precautions in work practices | tending and breeding animals
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/670ebf56-761c-4d3d-865a-db14085b77f7,apply procedures and regulations for eco-labelling,released,skill/competence,sector-specific,,"Identify, select and apply procedures and regulations to verify the compliance of specific requirements of EU eco-labelling.  ",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/6fcf2fc7-7b74-42e5-845f-f5854fd44f37,"monitoring, inspecting and testing | ensure correct goods labelling"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6742977a-aa00-4c8c-9861-898b0373907e,advise on sustainable management policies,released,skill/competence,cross-sector,encourage sustainable management | promoting sustainable management | promote sustainable management | advocate sustainable management,"Contribute to planning and policy development for sustainable management, including input in environmental impact assessments.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,advising on environmental issues | adopt ways to reduce negative impact of consumption | promote sustainability
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6825a7dd-c2da-40fa-b745-508ff20ee293,natural areas maintenance,released,knowledge,sector-specific,methods for natural areas maintenance | natural areas maintenance | maintenance of natural areas | management methods for natural areas | management regimes for natural areas | regimes for managing natural areas | techniques for natural areas maintenance | management techniques for natural areas,"The methods to maintain the assets (both natural and constructed) of natural areas, including program development and implementation.",http://data.europa.eu/esco/isced-f/0522,natural environments and wildlife
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6853886b-ebc5-4b91-98af-9a4ecca803bd,types of wind turbines,released,knowledge,cross-sector,types of aero-generator | kinds of aero generator | horizontal wind turbine | typology of wind turbines | types of wind turbines | typology of aero generators | types of aero generator | kinds of wind turbine | vertical wind turbine | wind turbine types,"The two main types of wind turbines, namely those which rotate along a horizontal or those which rotate along a vertical axis, and their subtypes. The properties and uses of each.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/691c7db6-bad8-4a09-a3c4-4bf799375a35,sustainable agricultural production principles,released,knowledge,sector-specific,scope of organic agricultural production conditions | conditions for organic agricultural production | conditions of organic agricultural production | conditions for sustainable agricultural production | agricultural production principles | principles for organic agricultural production | scope of organic agricultural production principles | principles of organic agricultural production,Principles and conditions of organic and sustainable agricultural production.,http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6937f761-607c-4f9f-ab56-549e875a5deb,drain hazardous liquids,released,skill/competence,sector-specific,hazardous liquids removing | hazardous liquids draining | hazardous liquid removing | removing hazardous liquids | drain hazardous liquids | remove hazardous liquids | draining hazardous liquids | hazardous liquid draining,"Drain substances which pose health and safety risks from equipment, appliances or installations in order to store the liquids according to safety guidelines and dispose or treat them as required.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,handling and disposing of hazardous materials
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6962058d-9808-4820-a6bc-d7cabce60cde,implement sustainable procurement,released,skill/competence,sector-specific,socially responsible public procurement | green public procurement,"Incorporate strategic public policy goals into procurement procedures, such as green public procurement (GPP) and socially responsible public procurement (SRPP). Contribute to reducing the environmental impact of procurement, to achieving social goals and to improving value for money for the organisation and for society at large.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,promote sustainability
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6af000e5-a451-4f78-9feb-723971f2ad05,develop water purification methods,released,skill/competence,cross-sector,water purification strategies developing | water purification methods developing | develop water purification methods | developing water purification strategies | developing water purification methods,"Develop strategies for the development and use of water purification equipment and plans, by aiding in the design of equipment, planning purification procedures, and identifying the necessary actions and potential risks.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,"designing industrial materials, systems or products | develop strategy to solve problems"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b41fcd8-85eb-4b27-b409-05ffcc663a3d,prevent sea pollution,released,skill/competence,sector-specific,pollution at sea prevention | regulations for pollution prevention at sea applying | pollution of sea preventing | preventing pollution of sea | applying pollution prevention at sea regulations | preventing pollution at sea | prevent pollution of sea | apply the regulations for pollution prevention at sea | applying the regulations for pollution prevention at sea | pollution at sea preventing | apply pollution prevention at sea regulations,Organize and monitor environment protection applying the regulations for pollution prevention at sea.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,develop flood remediation strategies,released,skill/competence,cross-sector,writing flood remediation strategies | flood remediation strategies writing | flood remediation strategy writing | flood remediation strategies developing | write flood remediation strategies | developing flood remediation strategies | flood remediation strategy developing | develop flood remediation strategies,"Develop plans and design equipment for the prevention of floods and efficient aid in the event of a flood, by assessing the risks, identifying improvements in existing strategies, and designing new strategies in flood remediation.",http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,developing contingency and emergency response plans | develop strategy to solve problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c1143b7-1a4c-49ba-849a-ae328673e566,soil structure,released,knowledge,sector-specific,characteristics of soil structure | diversity of soil structure | typology of soil structure | soil structure | typology of soil components | characteristics of soil components | range of soil components | types of soil components | range of soil structure | types of soil structure | diversity of soil components,Diversity of soil elements and types of soil in relation to plant growth.,http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c2182f9-9068-42e8-8855-31252d62fbb0,ecotourism,released,knowledge,sector-specific,,"The practice of sustainable travel to natural areas that conserve and support the local environment, fostering environmental and cultural understanding. It usually involves the observation of natural wildlife in exotic natural environments.",http://data.europa.eu/esco/isced-f/0521,environmental sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657,energy storage systems,released,knowledge,cross-sector,super capacitors | battery types,"The systems to capture the energy produced at one time for use at a later time. This includes the differences between the main battery types, super capacitors and hydrogen or fuel tanks.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d355a4e-d9b6-4a24-a79b-30176e15589e,beverages filtration processes,released,knowledge,sector-specific,beverages filtration process | beverages filtration procedures | beverages filtration systems | beverages filtration mechanisms | beverages filtration processes | beverage filtration process | beverages filtration measures | beverage filtration processes,"Safe and economic method for removing impurities from food products and extending its shelf life. Importance of contamination control and how it contributes to superior quality product, a significant reduction of waste and a minimum of product spoilage.",http://data.europa.eu/esco/skill/f3c3e51d-f4dc-49a8-8725-2a2d3160446e | http://data.europa.eu/esco/isced-f/0721 | http://data.europa.eu/esco/skill/dc57f705-75b6-4232-b531-1f020afa0364 | http://data.europa.eu/esco/skill/c2fb860d-7866-4909-9eaf-0a2af58b24a3,processes of foods and beverages manufacturing | food processing | food and beverage industry | beverages production process
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d53015b-6867-408f-8f3a-4eb9d5dae101,maintain plant soil nutrition,released,skill/competence,sector-specific,ensure nutrition of plant soil | plant soil nutrition ensuring | ensure plant soil nutrition | maintain nutrition of plant soil | maintaining plant soil nutrition | ensuring plant soil nutrition | maintaining nutrition of plant soil | ensuring nutrition of plant soil | plant soil nutrition maintaining | maintain plant soil nutrition,Manage and support overall soil nutrition. Practice sustainable gardening techniques and integrated pest management in gardens both outdoor and indoor.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e19c179-3b5f-4c43-b6f5-16ce05b5e548,oceanography,released,knowledge,cross-sector,the study of oceans | oceans studies | oceanography,"The scientific discipline that studies oceanic phenomena such as marine organisms, plate tectonics, and the geology of the ocean bottom.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,Earth science | earth sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27,pest management techniques,released,knowledge,occupation-specific,pest management techniques | techniques to manage pests | pest management methods | extermination methods | pest management technique | extermination techniques,"Techniques and measures used to prevent unwanted pests in houses, buildings and their surroundings by preventing access or by deploying other techniques such as wood protection and bird management devices.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84,bicycle sharing systems,released,knowledge,cross-sector,PBS schemes | bike sharing | public bicycle schemes,The different public and private services offering bicycles to individuals for their short term use based against the payment of a price or a fee.,http://data.europa.eu/esco/isced-f/104,transport services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f5850ea-5785-4e2c-b062-743066fd5bdb,environmental legislation,released,knowledge,cross-sector,environmental regulations | environmental legislation | environmental law | environment legislation | legislation of the environment,The environmental policies and legislation applicable in a certain domain.,http://data.europa.eu/esco/isced-f/0421,law
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f900dcb-c7ff-4d97-8015-9c45b99f7097,dispose medical waste,released,skill/competence,cross-sector,apply appropriate waste disposal measures | dispose medical waste | carry out appropriate waste disposal | apply appropriate waste disposal techniques | dispose of medical waste,"Carry out the appropriate technique to safely dispose all types of medical waste such as infective, toxic and radioactive waste.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa,handling and disposing of hazardous materials | dispose waste
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6fcf2fc7-7b74-42e5-845f-f5854fd44f37,ensure correct goods labelling,released,skill/competence,sector-specific,ensure correct labelling of goods | ensure correct goods labeling | secure correct goods labelling | ensure the labelling of goods correctly | assure correct goods labelling | establish correct goods labelling | maintain correct goods labelling,"Ensure that goods are labeled with all necessary labeling information (e.g. legal, technological, hazardous and others) regarding the product. Ensure that labels respects the legal requirements and adhere to regulations.",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/0ecb719a-15b4-45c9-86b3-34153fd102ed,"monitoring, inspecting and testing | place record labels"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/705f5906-9b08-4562-9544-46f6ab944a7e,forest conservation,released,knowledge,cross-sector,practices of forest management | methods of forest management | techniques for forest management | methods of forest conservation | techniques for forest conservation | practices of forest conservation | forest conservation,Understand forest conservation: the practice of planting and maintaining forested areas.,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb | http://data.europa.eu/esco/isced-f/0821,agroforestry | forestry
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/709ba9cf-ad8c-41d8-b09f-3de1ca0692ee,develop food policy,released,skill/competence,sector-specific,establish food policy | develop food policy | launch food policy | evaluate food policy | produce food policy | develop a food policy | develop food policies,"Participate in the decision-making around production and processing techniques, marketing, availability, utilization and consumption of food, in the interest of meeting or furthering social objectives to influence the operation of the food and agriculture system. Food policymakers engage in activities such as regulation of food-related industries, establishing eligibility standards for food assistance programs for the poor, ensuring safety of the food supply, food labeling, and even the qualifications of a product to be considered organic. ",http://data.europa.eu/esco/skill/3d1b1cfe-a182-480a-b4dd-f482c6b4e6a4 | http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,develop product policies | follow an environmental friendly policy while processing food | developing policies and legislation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3,impact investing,released,knowledge,sector-specific,,"Investment strategy aimed at investing in organisations or initiatives with a social or environmental outlook, which in turn generates financial gains but also a positive impact in society.",http://data.europa.eu/esco/isced-f/0412,"finance, banking and insurance"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/722058b4-2b90-453c-8ba1-88f74e8fb645,compare alternative vehicles,released,skill/competence,sector-specific,evaluate emissions of vehicles | compare vehicles performance | evaluate vehicles performance,Compare the performance of alternative vehicles based on factors such as their energy consumption and the energy density per volume and per mass of different fuels employed.,http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,testing electrical and mechanical systems or equipment 
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/72627d40-488a-4ef5-9c72-3c048361102c,dismantle broken appliances,released,skill/competence,sector-specific,wreck dismantling | wrecks breaking up | dismantle broken appliances | brealing up wrecks | broken appliances dismantling | break up wrecks | wrecks dismantling | dismantling wrecks,"Dismantle equipment and appliances which are broken and ineligible for repair so that their separate components can be sorted, recycled, and disposed of in a manner which is compliant with waste and recycling legislation.",http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,repairing and installing mechanical equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/72886bc5-eeb0-42d5-9b01-f83b4cf138b4,water consumption,released,knowledge,occupation-specific,consuming of water | water conservation | conservation of water | consumption of water | water consumption | efficient water use | consuming water | efficient use of water,"The factors which are involved in the calculation and estimation of water consumption in a residence or facility, and methods in which water consumption can be lowered or made more efficient.",http://data.europa.eu/esco/isced-f/1021,community sanitation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73576419-31c2-4e45-8e30-ab1afec3db4e,use sustainable materials and components,released,skill/competence,cross-sector,,"Identify, select environmentally friendly materials and components. Decide on the substitution of certain materials by the one that are environmentally friendly, maintaining the same level of functionality and other characteristics of the product.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73997f48-cd9d-4724-872d-86ecbb2ed9a2,plant species,released,knowledge,sector-specific,range of plant families and species | range of flora | types of plant families and species | plant species | characteristics of plant families and species | typology of flora | characteristics of flora | types of flora | variety of plant families and species | typology of plant families and species | variety of flora,"The variety of plants, trees and shrubs and their special characteristics. ",http://data.europa.eu/esco/isced-f/0511,biology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,manage waste,released,skill/competence,sector-specific,manage waste | waste disposing | managing waste | waste managing | dispose of waste,"Manage or dispose of significant amounts of waste materials or hazardous materials. Ensure required licenses and permits are in place and reasonable management practices, industry standards, or commonly accepted farming practices followed.",http://data.europa.eu/esco/skill/f8c676de-c871-424f-9a65-77059d07910a,handling and disposing of waste and hazardous materials
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73cc1ce2-4ada-4ae1-9f8e-d7efadcd52f6,design an electric heating system,released,skill/competence,sector-specific,design electric heating system,Design the details of electric heating systems. Calculate the needed capacity for space heating under given conditions complying with available electrical power supply.,http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designing systems and products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7493634f-30ea-4f2f-8fd4-c78b4a309bf7,understand fresh water ecosystems,released,knowledge,sector-specific,understanding fresh water ecosystems | knowing about fresh water ecosystems | fresh water ecosystems knowing about | knowing about ecosystems of fresh water | know about ecosystems of fresh water | understand fresh water ecosystems | understand ecosystems of fresh water | understanding ecosystems of fresh water | know about fresh water ecosystems | fresh water ecosystems understanding,Understand fresh water ecosystems.,http://data.europa.eu/esco/isced-f/0831,fisheries
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7594068e-1a9d-4d39-b6f8-aa10f9792d2d,operate steam turbine,released,skill/competence,sector-specific,tending steam turbine | operating steam turbine | steam turbine tending | tend steam turbine | steam turbine operating | operate steam turbine,"Operate equipment which uses thermal energy, extracted from pressurised steam, to generate rotary motion. Ensure that the turbine is balanced, and operates according to safety regulations and legislation, by monitoring the equipment during operations.",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,operating energy production or distribution equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d,pollution prevention,released,knowledge,cross-sector,pollution prevention | regulations for pollution prevention | International Convention for the Prevention of Pollution from Ships | requirements for pollution prevention | legislation covering pollution prevention | MARPOL,"The processes used to prevent pollution: precautions to pollution of the environment, procedures to counter pollution and associated equipment, and possible measures to protect the environment.",http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7608e884-6f73-4205-a02a-ea7062a2337e,monitor disposal of radioactive substances,released,skill/competence,cross-sector,manage disposal of radioactive substances | monitor disposal of a radioactive substance | monitor disposal of radioactive substances | supervise correct disposal of radioactive substances | oversee disposal of radioactive substances | monitor the disposal of radioactive substances,"Ensure correct management and disposal of radioactive substances used for medical purposes, in compliance with established procedures.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,handling and disposing of hazardous materials
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/761e1acc-d38b-4524-9890-6a119fb7e98c,support local tourism,released,skill/competence,sector-specific,,Promote local products and services to visitors and encourage the use of local tourism operators in a destination.,http://data.europa.eu/esco/skill/f9db77be-eb63-4937-a0d0-b581733e7d2a,providing support to resolve problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76f552ef-bb2d-4f66-83a8-ad205086967e,educate people about nature,released,skill/competence,sector-specific,educate people about nature | orally educate people about nature | speak to educate people about nature | communicate with people about nature | educate people on nature,"Speak to a variety of audiences about e.g. information, concepts, theories and/or activities related to nature and its conservation. Produce written information. This information may be presented in a range of formats e.g. display signs, information sheets, posters, website text etc.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,instruct others | coaching and mentoring
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77390acd-7cf6-4cb2-895a-16bc6b6d2058,wildlife,released,knowledge,sector-specific,"equipment for wildlife capture | wildlife capture | wildlife | handling of wildlife | capturing wildlife | typology of wildlife, range of wildlife | types of wildlife","Undomesticated animal species, as well as all plants, fungi and other organisms that grow or live wild in an area without being introduced by humans. Wildlife can be found in all ecosystems such as deserts, forests, rain forests, plains, grasslands and other areas including the most developed urban areas, all have distinct forms of wildlife. Handling of wildlife capture equipment.",http://data.europa.eu/esco/isced-f/0522,natural environments and wildlife
