conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,use presentation software,released,skill/competence,cross-sector,produce electronic presentations | use presentation program | utilise presentation software | apply presentation software | SnagIt | Kingsoft Office Presentation | use presentation software | CustomShow | VisualBee | Preseria | Adobe Ovation | Prezi | Emaze | use slide show software | Articulate Presenter | make use of presentation software | Corel Presentations | ClearSlide | Haiku Deck | Slideshark | able to use presentation software | LibreOffice Impress | SlideDog | Google Slides | using presentation software | SlideShare | Microsoft Office PowerPoint | MediaShout | Adobe Persuation | GoAnimate | KnowledgeVision | Kineticast | Slide Bureau | Evernote Presentations | Powtoon,"Use software tools to create digital presentations which combine various elements, such as graphs, images, text and other multimedia.",http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf | http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,"using word processing, publishing and presentation software | create digital content"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,identify digital competence gaps,released,skill/competence,cross-sector,identify digital competence gaps,Understand where one’s own digital competence needs to be improved or updated. Be able to support others with their digital competence development. Seek opportunities for self-development and keep up-to-date with the digital evolution.,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"problem-solving with digital tools | monitoring, inspecting and testing"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,released,knowledge,sector-specific,OWB | Oracle Warehouse Builder,"The computer program Oracle Warehouse Builder is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Oracle.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"data extraction, transformation and loading tools | database and network design and administration"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,interfacing techniques,released,knowledge,sector-specific,interfacing techniques,The techniques that relate to interfaces between models and components.,http://data.europa.eu/esco/isced-f/0714,electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808,music and video industry,released,knowledge,cross-sector,music and video trader | music and video industries | music and video company | music and video manufacture | music and video industry | the music and video industry | music and video business,Players and products available on the market in the video and music industry.,http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,software architecture models,released,knowledge,sector-specific,software architecture models,"The set of structures and models needed to understand or describe the software system, including the software elements, the relations between them and the properties of both elements and relations.",http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,software frameworks,released,knowledge,sector-specific,software frameworks,The software development environments or tools used to improve the efficiency of new software development by providing specific features that support and guide the development.,http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8,decentralized application frameworks,released,knowledge,sector-specific,,"The different software frameworks, and their characteristics, advantages and disadvantages, that allow the development of decentralized applications on blockchain infrastructure. Examples are truffle, embark, epirus, openzeppelin, etc.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,released,skill/competence,sector-specific,debug software,"Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and remove these faults.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,manage aeronautical information management services,released,skill/competence,sector-specific,perform aeronautical information management service quality assurance | undertake quality assurance activities for aeronautical information management services | ensure quality of aeronautical information management services | assure AIM service quality | assure quality of aeronautical information management services | ensure aeronautical information management service quality | assure quality of AIM services | perform AIM service quality assurance | ensure AIM service quality | perform aeronautical information management service quality assurance activities | undertake quality assurance activities for AIM services | ensure quality of AIM services,"Undertake complex tasks and perform medium and high level database, desktop and GIS-related activities in order to develop quality aeronautical data sets and publications.",http://data.europa.eu/esco/skill/7e8c17fd-3299-4c5a-b67c-32f516364662 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"assess quality of services | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/258d3de5-60fd-4336-aa7e-7700b64f5ed5,motion capture,released,knowledge,sector-specific,motion capture | motion capturing | Mo-cap,The process and techniques for capturing the movement of human actors in order to create and animate digital characters that look and move as humanly as possible.,http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,use concurrent programming,released,skill/competence,sector-specific,use concurrent programming | parallel computing | use parallel computing,"Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751,model based system engineering,released,knowledge,cross-sector,MBSE,"Model-based systems engineering (MBSE) is a methodology for systems engineering that uses visual modelling as the primary means of communicating information. It is focused on creating and exploiting domain models as the primary means of information exchange between engineers and engineering technicians, rather than on document-based information exchange. Therefore, it eliminates the communication of unnecessary information by relying on abstract models that retain only the relevant data.",http://data.europa.eu/esco/isced-f/0710,engineering and engineering trades not further defined
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,use rental management software,released,skill/competence,occupation-specific,use rental management software | handle rental management software | adopt rental management software | operate rental management software | use of rental management software | rental management software use | using rental management software | apply rental management software,"Use rental management software to monitor aspects of the business such as finances, rentals, and bills.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,released,knowledge,sector-specific,data mining,"The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2672f6a9-1e70-43c5-859d-e6a0fc9ea0f1,aircraft flight control systems,released,knowledge,sector-specific,systems used to control flight of aircraft | features of aircraft flight control systems | aircraft flight control system features | characteristics of aircraft flight control systems | systems used to control flight of aeroplanes | systems used to manoeuvre aircraft | aircraft flight control system characteristics | aircraft flight control systems | flight control systems of aircraft | systems used to control aircraft movement,"Know the setting, features and operation of aircraft flight control systems. Manage flight control surfaces, cockpit controls, connections, and operating mechanisms required to control the flight direction of an aircraft. Operate aircraft engine controls in order to change aircraft speed.",http://data.europa.eu/esco/isced-f/1041,transport services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26ca7ed6-80a7-47e3-92f5-6e6016adeb95,set colour profiles,released,skill/competence,sector-specific,set colour profile | program colour profiles | decide colour profiles | setting colour profiles | determine colour profiles | set color  profiles,Maintain consistent colour output in digital colour and inkjet printers by running calibration routines and making sure that the colour profiles for the printers are still accurate.,http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,operating print and photographic production equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,released,knowledge,sector-specific,LESS,"The computer language LESS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794,database and network design and administration | style sheet languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,CAM software,released,knowledge,sector-specific,computer-aided manufacturing software | NC manufacturing software | numeric control manufacturing software | CAM software | computer aided manufacturing software,"Different tools for computer-aided manufacturing (CAM) to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ad6528-0914-4049-87c0-2f05791d0e2e,design a domotic system in buildings,released,skill/competence,sector-specific,engineer a domotic system in nzeb residential buildings | design a domotic system in nzeb buildings,"Design a complete domotic system for buildings, taking into account every chosen component. Make a weighting and balancing between which components and systems should be included in domotics and which are less useful to include, in relation to energy saving.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,supervise video and motion picture editing team,released,skill/competence,sector-specific,organise video and motion picture editing team | supervising video and motion picture editing team | supervise video and motion picture editing teams | supervise video and motion picture editing team | direct video and motion picture editing team | oversee video and motion picture editing team | manage video and motion picture editing team,Supervise multimedia artists and other members of the video and motion picture editing team to make sure editing is done on time and according to the creative vision of the production team.,http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb | http://data.europa.eu/esco/skill/aab9f44d-fe0e-46d8-a470-11ce82a64846 | http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207,lead a team | supervising a team or group | lead others
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator,released,knowledge,sector-specific,Adobe Illustrator CS5 | Adobe Illustrator | Adobe Illustrator CS4 | Adobe Illustrator CC | Adobe Illustrator CS3 | Adobe Illustrator CS6,The computer program Adobe Illustrator CC is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Adobe.,http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,computer use | graphics editor software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ddcef9-8522-4699-b0e6-2e2b10fd6d13,create a crowdfunding campaign,released,skill/competence,cross-sector,,"Setup a digital fundraising activity for a project, using crowdfunding platforms. This involves creating a profile on a crowdfunding platform, creating compelling videos about the project, pitching the objectives of the campaign, monitoring the budget, following-up with donors, using social media, etc.",http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,management skills
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,align software with system architectures,released,skill/competence,sector-specific,align software with system architectures,Put system design and technical specifications in line with software architecture in order to ensure the integration and interoperability between components of the system.,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,setting up computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e,food waste monitoring systems,released,knowledge,sector-specific,,"The characteristics, benefits and ways of using digital tools to collect, monitor and evaluate data on food waste in an organisation or hospitality establishment.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2891f0dc-4426-4a9a-8fbb-db4fb0a66f91,Nessus,released,knowledge,sector-specific,Nessus 5.0 | Nessus | Nessus 6.0 | Nessus Vulnerability Scanner | Nessus 3 | Nessus 4.0.0 | Nessus 2,"The computer program Nessus is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company Tenable Network Security.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,software and applications development and analysis | penetration testing tool
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28a0fe16-4e03-4d5e-8f0e-5198309e77a9,perform forensic preservations of digital devices,released,skill/competence,occupation-specific,perform forensic preservations of digital devices,"Preserve integrity of ICT devices, such as laptops, desktops and other digital media, by storing them physically and using software such as PTK Forensics and EnCase to retrieve, store and trace digital information in a legal manner so that they can be used as evidence at an appropriate time.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28b7d7fb-0483-4877-9aaa-f990f10f16f5,operate voice picking systems,released,skill/competence,sector-specific,perform warehouse operations using voice picking systems | utilise voice-directed systems in warehouses | carry out warehouse operations using voice-directed systems | use voice-directed systems in warehouses | utilise warehouse voice picking systems | operate warehouse voice picking systems | operate voice picking systems | perform warehouse operations using voice-directed systems | use voice picking systems | execute voice-directed warehouse operations | use warehouse voice picking systems | operate voice pick systems | utilise voice picking systems | operate voice picking systems in warehouses | perform voice-directed warehouse operations,Operate voice pick systems applying various picking methods; work using verbal instructions and prompts via headphones and a microphone.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sorting materials or products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28eb4689-3ba4-47a1-96b0-34a60751ea17,design infrastructure for surface mines,released,skill/competence,occupation-specific,assist infrastructure designing for surface mines | assist surface mine infrastructure design | designing infrastructure for surface mines | infrastructure design for surface mines | assist in infrastructure design for surface mines | assisting surface mine infrastructure design | surface mine infrastructure designing | infrastructure designing for surface mines | assisting in infrastructure designing for surface mines | design infrastructure for surface mines | assisting infrastructure designing for surface mines | designing of infrastructure for surface mines | surface mine infrastructure design,Assist with the design of mine infrastructure using specialised computer software and data calculations.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2962214b-cc38-4d20-aa8b-aa120091d743,prepare exhibition marketing plan,released,skill/competence,cross-sector,exhibition marketing plan preparation | preparing an exhibition marketing plan | plan exhibition marketing plan | develop exhibition marketing plan | prepare an exhibition marketing plan | provide exhibition marketing plan | prepare exhibition marketing plan | arrange exhibition marketing plan,"Develop marketing plan for upcoming exhibition; design and distribute posters, flyers and catalogues; communicate ideas with photographers, graphic designers and printers; prepare articles for online and printed media; keep website and social media up-to-date.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d | http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb,"developing financial, business or marketing plans | plan marketing campaigns"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2973b3bc-5893-4b3d-8953-22ef677a162f,cutting technologies,released,knowledge,cross-sector,cutting technology mechanisation | cutting technologies | cutting technology automation | hi tech cutting technology | cutting technology machinery | hi tech cutting | cutting machinery | cutting mechanisation | cutting automation,"The variety of cutting technologies, such as software or mechanics, guiding cutting processes through lasering, sawing, milling etc.",http://data.europa.eu/esco/isced-f/0711,chemical engineering and processes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,released,skill/competence,cross-sector,manage database | implement database theory,"Apply database design schemes and models, define data dependencies, use query languages and database management systems (DBMS) to develop and manage databases.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a051ae0-e42e-4733-8bb2-de24c4d5e3b8,report live online,released,skill/competence,sector-specific,report live on streaming | report live online | broadcast online | broadcast on streaming | report live | give a live account online,"'Live' online reporting or real-time blogging when covering important events-a growing area of work, especially on national newspapers.",http://data.europa.eu/esco/skill/609a8ac1-9d29-4237-9886-596dbbe7ca8a | http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,address an audience | report facts | technical or academic writing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13,manage system security,released,skill/competence,sector-specific,manage information security | manage system security,Analyse the critical assets of a company and identify weaknesses and vulnerabilities that lead to intrusion or attack. Apply security detection techniques. Understand cyber attack techniques and implement effective countermeasures.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,protecting ict devices
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,use media software,released,skill/competence,occupation-specific,,"Use mainly visual programming software such as sound, lighting, image, capturing, motion control, UV mapping, augmented reality, virtual reality, or 3D projecting software. This software could be used for example in performing art and event applications.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2af29864-c941-40a5-ae7b-2b6c4b92c0d7,speech recognition,released,knowledge,sector-specific,speech recognition | recognition of speech | speech identification | recognizing speech,The development in the computing field where voice can be recognised by machines and present the results of the spoken fragment or command.,http://data.europa.eu/esco/isced-f/0232,literature and linguistics
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2afb2b59-c9a3-4cf3-b1dd-1a2fad51e583,3D printing process,released,knowledge,sector-specific,3D printing process,The process of reproducing 3D objects by using 3D printing technologies.,http://data.europa.eu/esco/skill/99981dbd-6f0f-495d-a67f-20ad0f9ef6f3 | http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299 | http://data.europa.eu/esco/isced-f/0211,printing media | printed goods processes | audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b24cbb7-f94e-43c1-8377-138f80ad5c19,develop translation memory software,released,skill/competence,sector-specific,define translation memory software | develop translation memory software | development of translation memory software | write translation memory software | prepare translation memory software | create translation memory software | translation memory software development,Develop and improve translation memory software for retrieving equivalent target texts in existing databases when translating from one language to another.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b285a57-4add-453e-af5d-3d986a65c8fe,use computer telephony integration,released,skill/competence,sector-specific,computer telephony | use computer telephony integration | computer–telephone integration | CTI | perform computer telephony integration | computer telephony integration,Utilise technology that allows interaction between telephone and computer in order to enable call services directly within a desktop environment.,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,accessing and analysing digital data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,released,skill/competence,sector-specific,,"Operate Open Source software, knowing the main Open Source models, licensing schemes, and the coding practices commonly adopted in the production of Open Source software.
",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e,collaborate through digital technologies,released,skill/competence,cross-sector,able to use online tools to collaborate | utilise online tools to collaborate | use online tools to collaborate | make use of online tools to collaborate | use VoIP conference calling | use online meeting tools | use concurrent file editing | apply online tools to collaborate | collaborate through digital technologies | using online tools to collaborate,"Use digital tools and technologies for collaborative processes, and for co-construction and co-creation of resources and knowledge.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,using digital tools for collaboration and productivity | digital communication and collaboration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b544b2c-f22d-40e6-8578-3cb65554643a,electronic locks,released,knowledge,occupation-specific,electronic lock | electric locking devices | electronic locking devices | electronic locks | electric locks,"Locking devices that use electric current to operate. Electronic locks use motors, solenoids, or magnets to actuate the lock. Often, electronic locks have an access control system and require authentication, such as passwords, fingerprints or chip cards.",http://data.europa.eu/esco/isced-f/0716,"motor vehicles, ships and aircraft"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b6bc32d-c60d-435b-931f-79bd3404f8b9,use capturing systems for live performance,released,skill/competence,occupation-specific,,"Use equipment and software to track movement and other physical phenomena by image analysis, encoders or sensors to generate control signals for performing art and event applications.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,released,skill/competence,sector-specific,use programming design patterns | utilise software design patterns | use software design patterns,"Utilise reusable solutions, formalised best practices, to solve common ICT development tasks in software development and design.",http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,create software design | designing ict systems or applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,collect mapping data,released,skill/competence,cross-sector,conservation of mapping data | collect mapping data | preserving mapping data | conserve mapping data | collection of mapping data | preservation of mapping data | mapping data preservation | collecting mapping data | collecting of  mapping data | mapping data collection | preserve mapping data,Collect and conserve mapping resources and mapping data.,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,gathering information from physical or electronic sources
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,released,skill/competence,cross-sector,perform analysis of data | perform data analysis | performing data analysis | implement data analysis | undertake data analysis | complete data analysis | analyse data performance,"Collect data and statistics to test and evaluate in order to generate assertions and pattern predictions, with the aim of discovering useful information in a decision-making process.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (computer programming),released,knowledge,sector-specific,Prolog,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Prolog.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computer programming | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,released,skill/competence,cross-sector,design process | process design,"Identify the workflow and resource requirements for a particular process, using a variety of tools such as process simulation software, flowcharting and scale models.",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designing systems and products
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,released,skill/competence,sector-specific,use logic programming,"Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support this method such as Prolog, Answer Set Programming and Datalog.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,translate requirements into visual design,released,skill/competence,cross-sector,translate requirement concepts into visual design,"Develop visual design from given specifications and requirements, based on the analysis of the scope and target audience. Create a visual representation of ideas such as logos, website graphics, digital games and layouts.",http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,design graphics | creating artistic designs or performances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,released,skill/competence,sector-specific,establish data processes | implement data processes | develop data processes,"Use ICT tools to apply mathematical, algorithmic or other data manipulation processes in order to create information.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ICT network security risks,released,knowledge,sector-specific,ICT network security risks,"The security risk factors, such as hardware and software components, devices, interfaces and policies in ICT networks, risk assessment techniques that can be applied to assess the severity and the consequences of security threats and contingency plans for each security risk factor.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e1888d8-97f7-4c91-8874-e2ef0e47f94f,create digital files,released,skill/competence,sector-specific,generate digital files | create digital files | creating digital files | create digital file | make digital files,Create digital files in the computer system after quality checking printing or scanned documents for malfunctions.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,"managing, gathering and storing digital data | manage digital documents"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eae92cf-5f21-43e7-aa41-ab65b00c1b92,operate tote board,released,skill/competence,occupation-specific,utilize tote board | operating tote board | use tote board | operate tote boards | operate tote board,"Operate a tote board, either manually or using software such as Autotote.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operating communications equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ef6bebc-2133-47df-b26a-f38f51b0f867,computer history,released,knowledge,sector-specific,history of computers | informatics history | computer history | computers history,The history of computer development framed in a digitising society.,http://data.europa.eu/esco/isced-f/0222 | http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268,history and archaeology | history
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,released,knowledge,sector-specific,Octopus Deploy,The tool Octopus Deploy is a software program used to automate ASP.NET applications deployment to local or on the cloud servers.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,software and applications development and analysis | tools for software configuration management
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,maintain irrigation controllers,released,skill/competence,sector-specific,maintain controllers of irrigation equipment | irrigation controller maintaining | controllers of irrigation equipment maintaining | maintain irrigation controllers | irrigation controllers maintaining | maintaining controllers of irrigation equipment | maintaining irrigation controllers,"Maintain and program different types of irrigation controllers including mechanical, solar battery, digital and computer controlled systems.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"maintain irrigation systems | maintaining electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f6e5619-2478-475f-a414-ec05c2b72795,operate port communications systems,released,skill/competence,sector-specific,conduct communications activities using port systems | utilise port communication systems | communicate using port communication systems | conduct communications processes using port systems | operate communications systems in ports | perform communications using port systems | operate dock communication systems | use port communications systems | operate harbour communications systems | operate port communications systems,"Operate telephone and radio systems, and more complex communication systems used in inland waterway ports, in the coordination of port operations.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/e58a3832-4e13-458e-8efd-bfa251eed702 | http://data.europa.eu/esco/skill/94f5e909-48c5-4782-9005-84d793dd01ba,operating communications equipment | coordinate remote communications | maintain operational communications | manage port operations
