conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,Ruby (computer programming),released,knowledge,sector-specific,Ruby-gnome2 | Ruby lang | Ruby | Ruby prog,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computer programming | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,released,knowledge,sector-specific,Common Lisp,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Common Lisp.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,software and applications development and analysis | computer programming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ce96a86-7a28-4c44-9e59-591375310894,collect weather-related data,released,skill/competence,cross-sector,collecting weather-related data | compile weather-related data | gather weather-related data | assemble weather-related data | collect weather-related data,"Gather data from satellites, radars, remote sensors, and weather stations in order to obtain information about weather conditions and phenomena.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,monitoring environmental conditions | manage quantitative data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ced619a-0f59-4802-88ea-e97bf1b57f95,optimise fleet usability,released,skill/competence,sector-specific,ensure fleet is used with optimal efficiency | optimize  fleet usability | maximise usability of fleet | ensure fleet optimisation | optimise fleet utilisation | optimise utilisation of fleet | ensure fleet is used to maximum capacity | ensure fleet is used optimally | optimise usability of fleet | maximise fleet usability | ensure fleet is used as efficiently as possible,"Optimise fleet utilisation, visibility, efficiency and profitability through the use of special ship management software.",http://data.europa.eu/esco/skill/f73c2c9e-b097-4fcb-95d1-659ea0bd54a3 | http://data.europa.eu/esco/skill/36dc2bd2-3d9a-4a84-ad70-918a539c4311 | http://data.europa.eu/esco/skill/de7d8271-2410-4fab-bcb4-19e4d1965984 | http://data.europa.eu/esco/skill/60851cc6-ad2e-468f-96e0-ef381615f324 | http://data.europa.eu/esco/skill/e7211c0c-e571-4d61-bfda-3bea3953151d,allocating and controlling physical resources | manage vessel fleet | monitor vehicle fleet operations | plan road fleet maintenance | manage company fleet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d168770-4d9c-4096-b048-a6577818d306,Apache Maven,released,knowledge,sector-specific,Maven | Apache Maven,"The tool Apache Maven is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance.",http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f | http://data.europa.eu/esco/isced-f/0613,tools for software configuration management | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,gather data,released,skill/competence,cross-sector,data gavering | collect data | assemble data | aggregate data | gathering data | convene data | gather data,Extract exportable data from multiple sources.,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,gathering information from physical or electronic sources | use data processing techniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,deliver online training,released,skill/competence,cross-sector,deliver online training,"Provide training by using online technologies, adapting the learning materials, using e-learning methods, supporting the trainees and communicating online. Instruct virtual classrooms.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,instruct others | teaching and training
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT network routing,released,knowledge,sector-specific,ICT network routing,The processes and techniques for choosing the best paths within an ICT network through which a packet can travel.,http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,released,knowledge,sector-specific,internal risk management policy | risk management internal policy,"The internal risk management policies that identify, assess and prioritise risks in an IT environment. The methods used to minimise, monitor and control the possibility and the impact of disastrous events that affect the reaching of business goals.",http://data.europa.eu/esco/isced-f/0413,management and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,released,skill/competence,sector-specific,capture IT knowledge | capture ICT knowledge | assess ICT knowledge,Evaluate the implicit mastery of skilled experts in an ICT system to make it explicit for further analysis and usage.,http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,monitoring and evaluating the performance of individuals | think critically
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dcbf7c5-bedf-4485-b16b-23df54443864,translate requirement concepts into content,released,skill/competence,sector-specific,translate requirement concepts into content,Develop digital content by following given requirements and guidelines.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,using digital tools for collaboration and productivity | process qualitative information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,Lisp,released,knowledge,sector-specific,Lisp,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Lisp.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computer programming | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3,maintain database,released,skill/competence,cross-sector,maintain databases | upkeep database | maintain database | repair database | preserve database | maintaining database | conserve database,Maintain a freelance database that offers extra support to your teams and is able to calculate negotiating costs.,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a | http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186,"use databases | managing, gathering and storing digital data | store digital data and systems | carry out calculations"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e361e34-c563-4892-b9d3-873a6a4fef8a,digital game genres,released,knowledge,sector-specific,digital game genres | mechanics of digital games,"The classification of video games based on their interaction with the game media, such as simulation games, strategy games, adventure games and arcade games.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,automotive engineering,released,skill/competence,cross-sector,automotive engineering | constructing automobiles | engineering of automotives | automotive technology | vehicle engineering | designing automobiles | engineering of automobiles | engineering of vehicles | motor vehicle engineering,"The discipline of engineering that combines mechanical, electrical, electronic, software and safety engineering to design motor vehicles such as trucks, vans and automobiles.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"designing industrial materials, systems or products"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b,assistive technology in education,released,knowledge,occupation-specific,,"Digital devices and equipment that support learners with learning, communication or mobility challenges to access educational resources and achieve their full potential. It includes software such as text to speech and optical character recognition.",http://data.europa.eu/esco/isced-f/0188,inter-disciplinary programmes and qualifications involving education
